#,date,home_team,away_team,home_score,away_score,tournament,country,home,margin
601,2/25/2019,Cuba,Bermuda,2,2,Friendly,Cuba,1,0
602,2/27/2019,Cuba,Bermuda,5,0,Friendly,Cuba,1,5
603,2/28/2019,St Vincent & Grenadines,Barbados,2,0,Windward Islands Champ,St Vincent & Grenadines,1,2
604,2/28/2019,Grenada,Saint Lucia,1,0,Windward Islands Champ,St Vincent & Grenadines,0,1
605,3/2/2019,Dominica,Grenada,1,0,Windward Islands Champ,St Vincent & Grenadines,0,1
606,3/2/2019,St Vincent & Grenadines,Saint Lucia,2,1,Windward Islands Champ,St Vincent & Grenadines,1,1
607,3/3/2019,Bolivia,Nicaragua,2,2,Friendly,Bolivia,1,0
608,3/4/2019,Barbados,Grenada,0,0,Windward Islands Champ,St Vincent & Grenadines,0,0
609,3/4/2019,Dominica,Saint Lucia,1,1,Windward Islands Champ,St Vincent & Grenadines,0,0
610,3/6/2019,El Salvador,Guatemala,3,1,Friendly,United States,0,2
611,3/6/2019,Barbados,Saint Lucia,2,0,Windward Islands Champ,St Vincent & Grenadines,0,2
612,3/6/2019,St Vincent & Grenadines,Dominica,2,1,Windward Islands Champ,St Vincent & Grenadines,1,1
613,3/8/2019,Barbados,Dominica,2,0,Windward Islands Champ,St Vincent & Grenadines,0,2
614,3/8/2019,St Vincent & Grenadines,Grenada,1,1,Windward Islands Champ,St Vincent & Grenadines,1,0
615,3/9/2019,Cambodia,Bangladesh,0,1,Friendly,Cambodia,1,-1
616,3/10/2019,Mozambique,Eswatini,1,1,Friendly,South Africa,0,0
617,3/10/2019,Anguilla,Saint Martin,2,1,Friendly,Anguilla,1,1
618,3/16/2019,Suriname,Guyana,3,1,Friendly,Suriname,1,2
619,3/16/2019,Bahamas,Turks and Caicos Islands,6,1,Friendly,Bahamas,1,5
620,3/17/2019,Saint Barthelemy,Saint Martin,4,3,Friendly,Saint Barthelemy,1,1
621,3/18/2019,Fiji,New Caledonia,3,0,Friendly tournament,Fiji,1,3
622,3/18/2019,Solomon Islands,Vanuatu,3,1,Friendly,Solomon Islands,1,2
623,3/19/2019,Myanmar,Taiwan,0,0,Friendly,Myanmar,1,0
624,3/20/2019,Oman,Afghanistan,5,0,Friendly tournament,Malaysia,0,5
625,3/20/2019,Iraq,Syria,1,0,Friendly tournament,Iraq,1,1
626,3/20/2019,Malaysia,Singapore,0,1,Friendly tournament,Malaysia,1,-1
627,3/20/2019,Wales,Trinidad and Tobago,1,0,Friendly,Wales,1,1
